x, y, vx, vy, Paddle.y, paddle_position
0.4975,0.49333333333333335,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.495,0.4866666666666667,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4925,0.48,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.49,0.47333333333333333,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4875,0.4666666666666667,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.485,0.46,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4825,0.4533333333333333,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.48,0.44666666666666666,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4775,0.44,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.475,0.43333333333333335,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4725,0.4266666666666667,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.47,0.42,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4675,0.41333333333333333,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.465,0.4066666666666667,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4625,0.4,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.46,0.3933333333333333,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4575,0.38666666666666666,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.455,0.38,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4525,0.37333333333333335,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.45,0.36666666666666664,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4475,0.36,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.445,0.35333333333333333,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4425,0.3466666666666667,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.44,0.34,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.4375,0.3333333333333333,-0.00125,-0.0033333333333333335,0.36833333333333335,right
0.435,0.32666666666666666,-0.00125,-0.0033333333333333335,0.365,right
0.4325,0.32,-0.00125,-0.0033333333333333335,0.3566666666666667,right
0.43,0.31333333333333335,-0.00125,-0.0033333333333333335,0.3516666666666667,right
0.4275,0.30666666666666664,-0.00125,-0.0033333333333333335,0.3466666666666667,right
0.425,0.3,-0.00125,-0.0033333333333333335,0.335,right
0.4225,0.29333333333333333,-0.00125,-0.0033333333333333335,0.32166666666666666,right
0.42,0.2866666666666667,-0.00125,-0.0033333333333333335,0.30833333333333335,right
0.4175,0.28,-0.00125,-0.0033333333333333335,0.29333333333333333,right
0.415,0.2733333333333333,-0.00125,-0.0033333333333333335,0.285,right
0.4125,0.26666666666666666,-0.00125,-0.0033333333333333335,0.275,right
0.41,0.26,-0.00125,-0.0033333333333333335,0.27166666666666667,right
0.4075,0.25333333333333335,-0.00125,-0.0033333333333333335,0.2683333333333333,right
0.405,0.24666666666666667,-0.00125,-0.0033333333333333335,0.265,right
0.4025,0.24,-0.00125,-0.0033333333333333335,0.25833333333333336,right
0.4,0.23333333333333334,-0.00125,-0.0033333333333333335,0.25,right
0.3975,0.22666666666666666,-0.00125,-0.0033333333333333335,0.23833333333333334,right
0.395,0.22,-0.00125,-0.0033333333333333335,0.22333333333333333,right
0.3925,0.21333333333333335,-0.00125,-0.0033333333333333335,0.21333333333333335,right
